Unnamed: 0,MGTNO,APVPERMYMD,TRDSTATENM,SITEAREA,SITEPOSTNO,SITEWHLADDR,RDNWHLADDR,BPLCNM,UPTAENM,X,Y,TRDPJUBNSENM,WTRSPLYFACILSENM,dong,exemplary_diner,keyword,id,id_mod,id_mod2
110,3220000-101-1986-11276,19860919,영업/정상,35.92,135821,서울특별시 강남구 논현동 113-25,서울 강남구 언주로134길 29 ,포트캔커피 강남구청점(PORT CAN COFFEE),한식,203282.682257793,446099.498941281,,,논현동,,포트캔커피 강남구청,['1125068845'],1125068845,1125068845
111,3220000-101-1986-11282,19860108,영업/정상,41.86,135833,서울특별시 강남구 논현동 277-27번지 ,서울 강남구 봉은사로 303 ,예원,경양식,203479.293031865,445256.313474871,주택가주변,상수도전용,논현동,,예원,, , 
112,3220000-101-1986-11903,19861231,영업/정상,62.49,135891,서울특별시 강남구 신사동 577-12번지 ,서울 강남구 압구정로28길 18 ,목로,한식,202367.672417478,447026.660213341,주택가주변,상수도전용,신사동,,목로,['7866991'],7866991,7866991
113,3220000-101-1986-11924,1986-11-05,영업/정상,47.88,135-887,서울특별시 강남구 신사동 513-2,서울 강남구 강남대로152길 14 ,북경반점,경양식,201758.189261096,446103.36071335,,,신사동,,북경반,, , 
114,3220000-101-1986-12125,1986-05-13,영업/정상,28.50,135-933,서울특별시 강남구 역삼동 823-1,서울 강남구 테헤란로 124 ,올레김밥,분식,202757.076893092,444068.671042987,,,역삼동,,올레김밥,['2036399065'],2036399065,2036399065
115,3220000-101-1986-12131,19860501,영업/정상,37.40,135933,서울특별시 강남구 역삼동 823-0번지 ,서울 강남구 테헤란로 124 ,강진,경양식,202722.53183055,444055.07069569,기타,상수도전용,역삼동,,강진,, , 
116,3220000-101-1986-12263,19861215,영업/정상,168.42,135954,서울특별시 강남구 청담동 79-16번지 ,서울 강남구 압구정로 422 ,티보리,경양식,203747.14346802,447182.708778681,아파트지역,상수도전용,청담동,,티보리,, , 
117,3220000-101-1986-15234,19860621,영업/정상,31.79,135994,서울특별시 강남구 개포동 186-1번지 ,서울 강남구 삼성로 38 ,개포골,한식,205838.55879947,442943.809284984,주택가주변,상수도전용,개포동,,개포골,['13333008'],13333008,13333008
118,3220000-101-1986-15556,19860925,영업/정상,26.52,135502,서울특별시 강남구 대치동 999-8 ,서울 강남구 테헤란로114길 30 ,예자네 밥상,한식,205846.039421957,445062.864190409,아파트지역,상수도전용,대치동,,예자네 밥상,, , 
119,3220000-101-1986-15583,19860308,영업/정상,35.49,135835,서울특별시 강남구 대치동 316번지 ,서울 강남구 삼성로 212,고향집,한식,205707.089399978,443914.194133105,아파트지역,상수도전용,대치동,,고향집,, , 
120,3220000-101-1986-15607,19860324,영업/정상,39.30,135841,서울특별시 강남구 대치동 909-0 ,서울 강남구 역삼로 420 ,광주식당,한식,204607.20223677,444313.985087133,주택가주변,상수도전용,대치동,,광주식당,['10156037'],10156037,10156037
121,3220000-101-1986-15866,19861119,영업/정상,53.67,135879,서울특별시 강남구 삼성동 156-5,서울 강남구 삼성로 520 ,박서방순대국밥,한식,204877.60397963,445165.526100293,,,삼성동,,박서방순대국밥,['7881618'],7881618,7881618
122,3220000-101-1986-15870,19860224,영업/정상,110.00,135871,서울특별시 강남구 삼성동 77-25번지 ,서울 강남구 봉은사로97길 4 ,수궁갈비집,한식,205095.664111469,445788.012122634,주택가주변,상수도전용,삼성동,,수궁갈비집,['16377737'],16377737,16377737
123,3220000-101-1986-16383,19861007,영업/정상,20.13,135918,서울특별시 강남구 역삼동 707-27번지 ,서울 강남구 테헤란로 326 ,테헤란식당,한식,204090.736502454,444591.776465507,유흥업소밀집지역,상수도전용,역삼동,,테헤란식당,, , 
124,3220000-101-1986-16388,19861104,영업/정상,206.49,135914,서울특별시 강남구 역삼동 668-18번지 ,서울 강남구 논현로94길 3 ,사랑방,한식,203174.298049985,444467.544623125,기타,상수도전용,역삼동,,사랑방,, , 
125,3220000-101-1986-16424,19860310,영업/정상,"1,218.34",135935,서울특별시 강남구 역삼동 828-2,서울 강남구 테헤란로8길 29 ,(주)신정,한식,202790.88520784,443874.787912517,,,역삼동,모범식당지정,신정,, ,8407132
126,3220000-101-1986-16616,19861209,영업/정상,29.25,135830,서울특별시 강남구 논현동 242-19번지 ,서울 강남구 선릉로129길 7 ,88선수촌,한식,203544.475464337,445996.618126784,주택가주변,상수도전용,논현동,,88선수촌,, , 
127,3220000-101-1986-16806,19861010,영업/정상,72.60,135818,서울특별시 강남구 논현동 80-23번지 지상1층 ,서울 강남구 논현로136길 3,별미식당,한식,202610.295311256,445973.524578466,주택가주변,상수도전용,논현동,,별미식당,['16906186'],16906186,16906186
128,3220000-101-1986-17061,19860521,영업/정상,124.84,135545,서울특별시 강남구 논현동 204-3번지 ,서울 강남구 봉은사로 137 ,남서울민물장어,한식,202540.828388067,444899.832945236,유흥업소밀집지역,상수도전용,논현동,모범식당지정,남서울민물장어,"['8252959', '743091620']",8252959,8252959
129,3220000-101-1986-17673,19861208,영업/정상,65.12,135932,서울특별시 강남구 역삼동 818-0번지 ,서울 강남구 테헤란로1길 20 ,황토 감자탕,한식,202391.386410697,444162.341569338,기타,상수도전용,역삼동,,황토 감자탕,['13301773'],13301773,13301773
130,3220000-101-1986-17787,19860808,영업/정상,40.08,135501,서울특별시 강남구 대치동 989-3 ,서울 강남구 도곡로 510 ,은마골,한식,205447.509945717,444095.390366211,아파트지역,상수도전용,대치동,,은마골,['21332488'],21332488,21332488
131,3220000-101-1986-17998,19860412,영업/정상,152.18,135897,서울특별시 강남구 신사동 654-7,서울 강남구 도산대로53길 19,청담순두부두부공방,한식,203322.295706367,446912.080625261,,,신사동,,청담순두부두부공방,['8109345'],8109345,8109345
132,3220000-101-1986-18382,19860307,영업/정상,100.32,135882,서울특별시 강남구 삼성동 168-0번지 ,서울 강남구 영동대로 510 ,푸세울 닭,한식,205489.781437806,445370.762240271,주택가주변,상수도전용,삼성동,,푸세울 닭,['16037910'],16037910,16037910
133,3220000-101-1986-19340,19860718,영업/정상,107.83,135811,서울특별시 강남구 논현동 4-19,서울 강남구 도산대로 132 ,김수사,일식,201983.701669614,446107.206316098,,,논현동,모범식당지정,김수사,['10201006'],10201006,10201006
134,3220000-101-1986-20073,1986-09-24,영업/정상,148.50,135-932,서울특별시 강남구 역삼동 818-0 지하1층,서울 강남구 테헤란로1길 20 ,일편등심,경양식,202391.386410697,444162.341569338,,,역삼동,,일편등심,['785573131'],785573131,785573131
135,3220000-101-1986-20387,19860619,영업/정상,82.59,135829,서울특별시 강남구 논현동 213-10번지 ,서울 강남구 논현로128길 26 ,마인드,경양식,202874.963134224,445735.53419266,주택가주변,상수도전용,논현동,,마인드,, , 
136,3220000-101-1986-20916,1986-05-06,영업/정상,54.52,135-825,서울특별시 강남구 논현동 163-3,서울 강남구 학동로2길 45 ,비와별닭갈비 논현점,한식,202017.38814061,445167.201797326,,,논현동,,비와별닭갈비 논현,, , 
137,3220000-101-1987-00341,1987-12-07,영업/정상,173.00,135-952,서울특별시 강남구 청담동 53-7,서울 강남구 영동대로 737 ,신양,한식,204714.758457103,446852.078363788,,,청담동,,신양,, , 
138,3220000-101-1987-06253,19870924,영업/정상,36.66,135925,서울특별시 강남구 역삼동 751-14번지 ,서울 강남구 역삼로 143 ,한솥,한식,203028.287525311,443614.712426353,주택가주변,상수도전용,역삼동,,한솥,['8140492'],8140492,8140492
139,3220000-101-1987-06614,19871020,영업/정상,27.93,135904,서울특별시 강남구 압구정동 481 현대아파트 ,서울 강남구 압구정로 309,후랜드,분식,203062.78452284,447663.86257666,아파트지역,상수도전용,압구정동,,후랜드,['26855131'],26855131,26855131
140,3220000-101-1987-06654,19870926,영업/정상,15.59,135897,서울특별시 강남구 신사동 661-1번지 ,서울 강남구 압구정로 338 ,뉴만두집,분식,203368.92423791,447298.458358351,주택가주변,상수도전용,신사동,,뉴만두집,['13092552'],13092552,13092552
141,3220000-101-1987-06910,19870801,영업/정상,55.80,135894,서울특별시 강남구 신사동 615-0번지 ,서울 강남구 압구정로 214 ,두시치킨,한식,202650.144045095,447301.71571803,주택가주변,상수도전용,신사동,,두시치킨,, , 
142,3220000-101-1987-06947,19871211,영업/정상,48.53,135825,서울특별시 강남구 논현동 163-1 ,서울 강남구 학동로2길 43 ,맹그르브 삼겹살,한식,202008.568159169,445173.548682633,기타,상수도전용,논현동,,맹그르브 삼겹살,['1627001384'],1627001384,1627001384
143,3220000-101-1987-07219,1987-12-07,영업/정상,489.05,135-952,서울특별시 강남구 청담동 53-7 1층,서울 강남구 영동대로 737 ,와인앤다인,한식,204714.758457103,446852.078363788,,,청담동,모범식당지정,와인앤다인,['21310538'],21310538,7954266
144,3220000-101-1987-07633,19871105,영업/정상,300.44,135913,서울특별시 강남구 역삼동 651-1번지 ,서울 강남구 봉은사로 210 ,새마을식당,한식,203055.4299411,445021.864527944,주택가주변,상수도전용,역삼동,모범식당지정,새마을식당,, ,11825068
145,3220000-101-1987-10867,19871031,영업/정상,38.43,135913,서울특별시 강남구 역삼동 651-1번지 ,서울 강남구 봉은사로 210 ,가야식당,경양식,203055.4299411,445021.864527944,기타,상수도전용,역삼동,,가야식당,['16531633'],16531633,16531633
146,3220000-101-1987-10904,19870522,영업/정상,71.37,135910,서울특별시 강남구 역삼동 644-5 지하1층 ,서울 강남구 강남대로94길 89,더드림역삼점,한식,202971.750875554,444307.24414895,기타,상수도전용,역삼동,,더드림역삼,['22046215'],22046215,22046215
147,3220000-101-1987-10914,19850828,영업/정상,147.00,135907,서울특별시 강남구 역삼동 604-11번지 ,서울 강남구 봉은사로 150 ,삼정관광호텔,중국식,202699.226067088,444846.764226016,유흥업소밀집지역,상수도전용,역삼동,,삼정관광호텔,"['8194428', '21312396', '20377157', '21309916', '1182638822', '1372583996', '862699612']",8194428,8194428
148,3220000-101-1987-10916,19870824,영업/정상,157.47,135907,서울특별시 강남구 역삼동 604-11 ,서울 강남구 봉은사로 150 ,삼정뷔페,한식,202699.226067088,444846.764226016,기타,상수도전용,역삼동,,삼정뷔페,"['27474146', '20377157']",27474146,27474146
149,3220000-101-1987-12092,19870905,영업/정상,104.48,135923,서울특별시 강남구 역삼동 735-32번지 ,서울 강남구 테헤란로20길 10 ,더참치,한식,202949.8531865,444097.855142963,유흥업소밀집지역,상수도전용,역삼동,,더참치,, , 
150,3220000-101-1987-12136,19871125,영업/정상,373.00,135895,서울특별시 강남구 신사동 628-21번지 ,서울 강남구 언주로 811 ,(주)탐라수산,경양식,202840.512303368,446722.772337414,주택가주변,상수도전용,신사동,,탐라수산,, , 
151,3220000-101-1987-12180,19870304,영업/정상,41.42,135998,서울특별시 강남구 대치동 936-31번지 ,서울 강남구 선릉로 310,주교리3구,경양식,204614.134398996,443913.778237655,주택가주변,상수도전용,대치동,,주교리3구,['1338149995'],1338149995,1338149995
152,3220000-101-1987-12897,19870410,영업/정상,219.41,135936,서울특별시 강남구 역삼동 831-28 ,서울 강남구 역삼로3길 19 ,황해도찹쌀순대,일식,202668.283500068,443623.279848136,유흥업소밀집지역,상수도전용,역삼동,,황해도찹쌀순대,, , 
153,3220000-101-1987-12928,19870226,영업/정상,130.50,135819,서울특별시 강남구 논현동 98-12 ,서울 강남구 언주로148길 14 ,장가계,중국식,203121.203642767,446464.379990564,주택가주변,상수도전용,논현동,,장가계,['26949831'],26949831,26949831
154,3220000-101-1987-12930,19870603,영업/정상,180.84,135818,서울특별시 강남구 논현동 83-20 2층,서울 강남구 학동로37길 23 ,천미향,중국식,202962.771933869,446064.852242334,,,논현동,,천미향,['2091118619'],2091118619,2091118619
155,3220000-101-1987-13021,19870916,영업/정상,63.65,135887,서울특별시 강남구 신사동 510-11,서울 강남구 압구정로2길 46,연경,중국식,201757.494098748,446282.45446652,,,신사동,,연경,, , 
156,3220000-101-1987-15237,19870207,영업/정상,42.00,135807,서울특별시 강남구 개포동 653번지 ,서울 강남구 개포로 303 ,봉화장,중국식,204744.027761002,442276.695989589,주택가주변,상수도전용,개포동,,봉화장,['16329395'],16329395,16329395
157,3220000-101-1987-15242,19871218,영업/정상,52.00,135802,서울특별시 강남구 개포동 166-9,서울 강남구 선릉로10길 6 ,부뚜막,한식,205310.969151319,442336.623123524,,,개포동,,부뚜막,, , 
158,3220000-101-1987-15347,19870918,영업/정상,81.72,135858,서울특별시 강남구 도곡동 552-14번지 ,서울 강남구 도곡로8길 5 ,영동코다리,한식,203068.34,443113.455,주택가주변,상수도전용,도곡동,,영동코다리,"['21133401', '16046222']",21133401,21133401
159,3220000-101-1987-15983,1987-07-18,영업/정상,125.32,135-935,서울특별시 강남구 역삼동 827-43,서울 강남구 강남대로84길 26,대치동집 강남점,한식,202649.717530025,443859.739535221,,,역삼동,,대치동집 강남,['1634072646'],1634072646,1634072646
160,3220000-101-1987-16345,19870629,영업/정상,137.61,135515,서울특별시 강남구 역삼동 788-27번지 ,서울 강남구 도곡로27길 5 ,촌집 보쌈,한식,203642.804999999,443457.28,유흥업소밀집지역,상수도전용,역삼동,,촌집 보쌈,['12389314'],12389314,12389314
161,3220000-101-1987-16370,1987-05-12,영업/정상,110.70,135-936,서울특별시 강남구 역삼동 830-35,서울 강남구 역삼로3길 16 ,나주곰탕 강남역점,한식,202712.955444669,443599.489807225,,,역삼동,,나주곰탕 강남역,['213090020'],213090020,213090020
162,3220000-101-1987-16540,19871002,영업/정상,53.87,135951,서울특별시 강남구 청담동 44-8번지 ,서울 강남구 학동로67길 5 ,지리산,한식,204029.373121883,446269.346685509,기타,상수도전용,청담동,,지리산,, , 
163,3220000-101-1987-16637,19871023,영업/정상,102.90,135819,서울특별시 강남구 논현동 97-18번지 ,서울 강남구 언주로148길 9 ,자연석돌구이,한식,203052.886468949,446495.241068524,주택가주변,상수도전용,논현동,,자연석돌구이,['8059619'],8059619,8059619
