,MGTNO,APVPERMYMD,TRDSTATENM,SITEAREA,SITEPOSTNO,SITEWHLADDR,RDNWHLADDR,BPLCNM,UPTAENM,X,Y,TRDPJUBNSENM,WTRSPLYFACILSENM,dong,exemplary_diner
7597,3220000-101-2019-00661,20190618,영업/정상,6.00,135833,서울특별시 강남구 논현동 278-7번지 ,"서울특별시 강남구 선릉로 603, 지상2층 (논현동)",포아당 선정릉역점,"외국음식전문점(인도,태국등)",203768.89659404     ,445394.565898323    ,,,논현동,
7598,3220000-101-2019-00662,2019-06-19,영업/정상,697.00,135-892,서울특별시 강남구 신사동 584 규명빌딩,"서울특별시 강남구 논현로 839, 규명빌딩 지하1층 1호 (신사동)",창고43 압구정점,식육(숯불구이),202388.17505472,446824.627136538,,,신사동,
7599,3220000-101-2019-00663,20190619,영업/정상,292.13,135855,서울특별시 강남구 도곡동 424-5 ,"서울특별시 강남구 논현로28길 20, 지상1,2층 (도곡동)",뽕사부,한식,203846.616903765    ,442317.029291528    ,,,도곡동,
7600,3220000-101-2019-00664,20190619,영업/정상,12.00,135897,서울특별시 강남구 신사동 652-3번지 YK빌딩 ,"서울특별시 강남구 도산대로49길 8, YK빌딩 지하1층 (신사동)",테크인 로데오점,한식,203239.081151107    ,446792.976730375    ,,,신사동,
7601,3220000-101-2019-00665,20190619,영업/정상,302.27,135934,서울특별시 강남구 역삼동 825-20 강남역 센트럴 푸르지오 시티 ,"서울특별시 강남구 테헤란로4길 6, 강남역 센트럴 푸르지오 시티 지하2층 B224호 (역삼동)",산원 반주헌,일식,202520.972243984    ,443946.832938881    ,,,역삼동,
7602,3220000-101-2019-00670,20190620,영업/정상,25.59,135897,서울특별시 강남구 신사동 661-18 정동상가 ,"서울특별시 강남구 압구정로50길 7, 정동상가 1층 103호 (신사동)",밝은달,식육(숯불구이),203343.164354209    ,447278.96828281     ,,,신사동,
7603,3220000-101-2019-00673,20190620,영업/정상,143.63,135889,서울특별시 강남구 신사동 541-18번지 ,"서울특별시 강남구 강남대로152길 55, 지상1층 (신사동)",하남돼지집 가로수길점,식육(숯불구이),202019.450194023    ,446275.17458233     ,,,신사동,
7604,3220000-101-2019-00674,20190620,영업/정상,46.77,135210,서울특별시 강남구 율현동 71-3번지 엘리온빌딩 ,"서울특별시 강남구 밤고개로21길 69, 엘리온빌딩 지상1층 103호 (율현동)",깡미네,한식,210005.675529724    ,441340.28434182     ,,,율현동,
7605,3220000-101-2019-00675,20190620,영업/정상,5.29,135724,서울특별시 강남구 압구정동 429번지 현대백화점본점 ,"서울특별시 강남구 압구정로 165, 현대백화점본점 지하1층 (압구정동)",정 한뿌리죽 압구정점,한식,202358.505687227    ,447232.955697694    ,,,압구정동,
7606,3220000-101-2019-00676,20190620,영업/정상,827.10,135856,서울특별시 강남구 도곡동 467-7번지 아카데미스위트 ,"서울특별시 강남구 언주로30길 21, A동 지하1층 B101-31호 (도곡동, 아카데미스위트)",점보씨푸드 도곡점,기타,204538.144891563    ,442942.853505354    ,,,도곡동,
7607,3220000-101-2019-00678,20190621,영업/정상,143.82,135955,서울특별시 강남구 청담동 122-30번지 ,"서울특별시 강남구 도산대로87길 11, 지하1층 (청담동)",싸우나뮤직바,감성주점,204333.421834018    ,447023.575041925    ,,,청담동,
7608,3220000-101-2019-00679,20190621,영업/정상,49.20,135501,서울특별시 강남구 대치동 989번지 태원 리치타운상가 ,"서울특별시 강남구 삼성로 238, 태원 리치타운상가 1층 112호 (대치동)",주식회사 미스꼬레아,기타,205365.24299343     ,444049.3669835      ,,,대치동,
7609,3220000-101-2019-00680,2019-06-21,영업/정상,108.28,135-913,서울특별시 강남구 역삼동 655-4,"서울특별시 강남구 언주로107길 25, 지하1층 (역삼동)",에이스,라이브카페,203223.039653642,445015.796992771,,,역삼동,
7610,3220000-101-2019-00682,20190621,영업/정상,124.75,135896,서울특별시 강남구 신사동 648-23,"서울특별시 강남구 압구정로46길 71-1, 3층 301호 (신사동)",우보테라스,식육(숯불구이),203183.933482119,446875.738387109,,,신사동,
7611,3220000-101-2019-00683,20190624,영업/정상,6.33,135838,서울특별시 강남구 대치동 623 남서울종합상가 ,"서울특별시 강남구 남부순환로 2921, 남서울종합상가 지하1층 66호 (대치동)",프란츠카프카 바베큐,한식,205209.747122636    ,443490.817333221    ,,,대치동,
7612,3220000-101-2019-00684,20190624,영업/정상,195.03,135913,서울특별시 강남구 역삼동 652-6 ,"서울특별시 강남구 봉은사로38길 4, 지상1층 (역삼동)",나능이,한식,203215.657128372    ,445075.766601891    ,,,역삼동,
7613,3220000-101-2019-00687,20190624,영업/정상,93.17,135870,서울특별시 강남구 삼성동 70-2번지 ,"서울특별시 강남구 삼성로116길 6, 지하1층,지상1층 (삼성동)",분주 바이 분더컴퍼니,분식,204604.857687954    ,445857.773890399    ,,,삼성동,
7614,3220000-101-2019-00690,20190625,영업/정상,47.00,135825,서울특별시 강남구 논현동 164-2 제아메디컬빌딩 ,"서울특별시 강남구 강남대로 516, 제아메디컬빌딩 102호 (논현동)",크롬(Chrom),기타,201978.302305104    ,445117.888699555    ,,,논현동,
7615,3220000-101-2019-00691,20190625,영업/정상,34.70,135877,서울특별시 강남구 삼성동 144-29번지 KB우준타워 ,"서울특별시 강남구 테헤란로 447, KB우준타워 1층 B호 (삼성동)",바나프레소 포스코사거리점,기타,204884.770066515    ,445000.247139068    ,,,삼성동,
7616,3220000-101-2019-00693,20190625,영업/정상,215.72,135897,서울특별시 강남구 신사동 655-5 ,"서울특별시 강남구 선릉로155길 11, 지하1층 (신사동)",도라지위스키,정종/대포집/소주방,203355.020744266    ,447008.347819798    ,,,신사동,
7617,3220000-101-2019-00695,20190626,영업/정상,63.57,135832,서울특별시 강남구 논현동 264번지 ,"서울특별시 강남구 봉은사로43길 56, 지하1층 (논현동)",비노마노,경양식,203424.347138134    ,445628.779277619    ,,,논현동,
7618,3220000-101-2019-00697,20190626,영업/정상,33.90,135838,서울특별시 강남구 대치동 623번지 남서울종합상가 ,"서울특별시 강남구 남부순환로 2921, 남서울종합상가 지하1층 16호 (대치동)",슈퍼맵장떡복기 대치점,분식,205209.747122636    ,443490.817333221    ,,,대치동,
7619,3220000-101-2019-00700,20190627,영업/정상,152.75,135816,서울특별시 강남구 논현동 66-4,"서울특별시 강남구 도산대로30길 12, 지상1층 (논현동)",강화통통생고기 논현점,한식,202529.314846059,446317.107517551,,,논현동,
7620,3220000-101-2019-00701,20190627,영업/정상,12.00,135838,서울특별시 강남구 대치동 623 남서울종합상가 ,"서울특별시 강남구 남부순환로 2921, 남서울종합상가 지하1층 60호 (대치동)",웅아범다방,기타,205209.747122636    ,443490.817333221    ,,,대치동,
7621,3220000-101-2019-00702,20190627,영업/정상,544.50,135954,서울특별시 강남구 청담동 90-19 청담동 올리브빌딩 ,"서울특별시 강남구 선릉로152길 37, 청담동 올리브빌딩 지하1층 (청담동)",(주)스케줄코퍼레이션(스케줄청담),경양식,203705.591953257    ,446937.678111183    ,,,청담동,
7622,3220000-101-2019-00703,20190627,영업/정상,74.00,135957,서울특별시 강남구 청담동 132-16번지 청구 빌딩 ,"서울특별시 강남구 학동로101길 15, 지상1층 (청담동)",김군네 통닭집,호프/통닭,205004.086672612    ,446564.659683453    ,,,청담동,
7623,3220000-101-2019-00705,20190627,영업/정상,209.11,135840,서울특별시 강남구 대치동 899-3번지 ,"서울특별시 강남구 역삼로63길 23, 2층 (대치동)",세광양대창 선릉점,호프/통닭,204507.450484068    ,444500.834512348    ,,,대치동,
7624,3220000-101-2019-00709,2019-06-28,영업/정상,66.10,135-812,서울특별시 강남구 논현동 10-10,"서울특별시 강남구 논현로149길 27, 지상1층 102호 (논현동)",그리크,경양식,202264.666196371,446188.004899005,,,논현동,
7625,3220000-101-2019-00714,20190628,영업/정상,5.30,135908,서울특별시 강남구 역삼동 636-7번지 ,"서울특별시 강남구 테헤란로13길 29, 나동 지상1층 102호 (역삼동)",(주)담희-2지점,분식,202731.490523372    ,444365.586992204    ,,,역삼동,
7626,3220000-101-2019-00715,20190628,영업/정상,12.00,135908,서울특별시 강남구 역삼동 636-7번지 ,"서울특별시 강남구 테헤란로13길 29, 가동 지상1층 102호 (역삼동)",(주)담희-논현지점,한식,202731.490523372    ,444365.586992204    ,,,역삼동,
7627,3220000-101-2019-00716,20190628,영업/정상,10.50,135908,서울특별시 강남구 역삼동 636-7번지 ,"서울특별시 강남구 테헤란로13길 29, 가동 지상1층 104호 (역삼동)",(주)담희-역삼지점,한식,202731.490523372    ,444365.586992204    ,,,역삼동,
7628,3220000-101-2019-00717,2019-07-01,영업/정상,50.38,135-981,서울특별시 강남구 역삼동 642-19 역삼하이츠빌딩,"서울특별시 강남구 테헤란로 151, 역삼하이츠빌딩 지하1층 주2-6호 (역삼동)",질할브로스 역삼점,경양식,203120.866692148,444313.008610517,,,역삼동,
7629,3220000-101-2019-00726,2019-07-02,영업/정상,56.61,135-948,서울특별시 강남구 청담동 1-2 청담퍼스트타워,"서울특별시 강남구 도산대로 406, 지상1층 101호 (청담동)",핸다이닝,김밥(도시락),203462.979989519,446732.459229826,,,청담동,
7630,3220000-101-2019-00727,2019-07-02,영업/정상,835.87,135-947,서울특별시 강남구 일원동 717 삼성생명 일원역 빌딩,"서울특별시 강남구 일원로 115, 지하1층 B103-1호 (일원동)",풀무원푸드앤컬처 서울병원 일원점,한식,207399.55165484,442426.399301013,,,일원동,
7631,3220000-101-2019-00728,20190702,영업/정상,66.10,135925,서울특별시 강남구 역삼동 747-14번지 ,"서울특별시 강남구 논현로75길 7, 지상1층 (역삼동)",이도,일식,203313.873389373    ,443801.353655111    ,,,역삼동,
7632,3220000-101-2019-00729,20190702,영업/정상,81.88,135847,서울특별시 강남구 대치동 957-4번지 ,"서울특별시 강남구 삼성로86길 12, 지상2층 (대치동)",부엉이 식당(ミミズク),일식,205101.112209889    ,444830.236594345    ,,,대치동,
7633,3220000-101-2019-00730,20190702,영업/정상,15.00,135877,서울특별시 강남구 삼성동 144-14 채널리저브 ,"서울특별시 강남구 삼성로 517, 지하1층 114호 (삼성동, 채널리저브)",정 한뿌리죽 키친 삼성점,한식,204828.180350057    ,445089.672895407    ,,,삼성동,
7634,3220000-101-2019-00731,20190702,영업/정상,25.35,135930,서울특별시 강남구 역삼동 796-29 역삼종합시장 더블루 ,"서울특별시 강남구 논현로63길 16, 지상1층 111호 (역삼동, 역삼종합시장 더블루)",뉴욕,호프/통닭,203389.562748068    ,443422.779316247    ,,,역삼동,
7635,3220000-101-2019-00736,20190401,영업/정상,48.00,135896,서울특별시 강남구 신사동 646-8 ,"서울특별시 강남구 언주로164길 35-3, 지상1층 (신사동)",롸카두둘두(압구정점),경양식,203151.199317562    ,447040.07293544     ,,,신사동,
7636,3220000-101-2019-00737,20190703,영업/정상,266.98,135953,서울특별시 강남구 청담동 69-5번지 리유빌딩 ,"서울특별시 강남구 학동로97길 41, 리유빌딩 지상2층 (청담동)",에이오(A5),식육(숯불구이),204730.932659629    ,446687.844329402    ,,,청담동,
7637,3220000-101-2019-00740,20190703,영업/정상,28.00,135868,서울특별시 강남구 삼성동 49-4번지 ,"서울특별시 강남구 봉은사로71길 6, 지상1층 102호 (삼성동)",엔포라,기타,204368.794966879    ,445606.337767243    ,,,삼성동,
7638,3220000-101-2019-00743,20190704,영업/정상,63.44,135911,서울특별시 강남구 역삼동 648-9번지 ,"서울특별시 강남구 테헤란로 129, 지상1층 4호 (역삼동)",알라보(allavo) 강남역점,기타,202769.76           ,444195.925          ,,,역삼동,
7639,3220000-101-2019-00744,20190704,영업/정상,21.31,135768,서울특별시 강남구 역삼동 837-26번지 삼일프라자오피스텔 ,"서울특별시 강남구 도곡로1길 14, 삼일프라자오피스텔 지상1층 101호 (역삼동)",전라도밥집 순천댁,한식,202803.137561335    ,443189.823482655    ,,,역삼동,
7640,3220000-101-2019-00745,2019-07-04,영업/정상,198.86,135-897,서울특별시 강남구 신사동 656-6,"서울특별시 강남구 도산대로51길 33, 지상2층 (신사동)",사라우츠(ZARAUTZ),한식,203279.013521832,447011.556765885,,,신사동,
7641,3220000-101-2019-00746,20190705,영업/정상,164.03,135887,서울특별시 강남구 신사동 510-9번지 ,"서울특별시 강남구 강남대로156길 17-1, 지상1층,2층 (신사동)",크라운돼지,한식,201742.824876177    ,446251.977746248    ,,,신사동,
7642,3220000-101-2019-00748,2019-07-05,영업/정상,24.60,135-925,서울특별시 강남구 역삼동 749-15,"서울특별시 강남구 역삼로17길 13, 지상1층 (역삼동)",차고집,호프/통닭,203097.744819691,443720.33110743,,,역삼동,
7643,3220000-101-2019-00750,20190705,영업/정상,76.48,135890,서울특별시 강남구 신사동 555-39번지 ,"서울특별시 강남구 도산대로17길 30, 지상2층 (신사동)",에이커스서울,경양식,202079.560424752    ,446493.91075741     ,,,신사동,
7644,3220000-101-2019-00753,20190708,영업/정상,63.64,135889,서울특별시 강남구 신사동 544-23번지 ,"서울특별시 강남구 도산대로17길 35, 1층 (신사동)",샌드커피논탄토,기타,202041.812853861    ,446520.379992346    ,,,신사동,
7645,3220000-101-2019-00757,20190708,영업/정상,33.54,135918,서울특별시 강남구 역삼동 707-34번지 한신인터밸리24빌딩 ,"서울특별시 강남구 테헤란로 322, 한신인터밸리24빌딩 지하2층 제비115호 (역삼동)",아임샌드,기타,204044.789948927    ,444529.84042741     ,,,역삼동,
7646,3220000-101-2019-00758,2019-07-08,영업/정상,178.46,135-913,서울특별시 강남구 역삼동 661-35 기소지,"서울특별시 강남구 논현로102길 57, 기소지 지하1층 (역삼동)",미호,경양식,203439.206923008,444901.803926749,,,역삼동,
7647,3220000-101-2019-00759,20190708,영업/정상,122.45,135888,서울특별시 강남구 신사동 515-10번지 ,"서울특별시 강남구 강남대로152길 33, 지하1층 (신사동)",로얄블랙,기타,201877.526103127    ,446200.854806562    ,,,신사동,
7648,3220000-101-2019-00763,20190709,영업/정상,12.00,135829,서울특별시 강남구 논현동 226번지 ,"서울특별시 강남구 봉은사로33길 34, 지하1층 4호 (논현동)",한사바리 해장국,한식,203028.770827635    ,445334.720542615    ,,,논현동,
7649,3220000-101-2019-00764,20190709,영업/정상,21.45,135826,서울특별시 강남구 논현동 190번지 ,"서울특별시 강남구 논현로115길 29, 지하1층 (논현동)",매불닭발,기타,202648.884432528    ,445116.995476462    ,,,논현동,
7650,3220000-101-2019-00767,2019-07-10,영업/정상,59.70,135-918,서울특별시 강남구 역삼동 706-17 역삼오피스텔,"서울특별시 강남구 언주로 432-10, 지하1층 B102호 (역삼동)",아침점심저녁 강남점,한식,203827.124177082,444439.070588534,,,역삼동,
