,MGTNO,APVPERMYMD,TRDSTATENM,SITEAREA,SITEPOSTNO,SITEWHLADDR,RDNWHLADDR,BPLCNM,UPTAENM,X,Y,TRDPJUBNSENM,WTRSPLYFACILSENM,dong,exemplary_diner
7491,3220000-101-2019-00397,20190418,영업/정상,33.00,135928,서울특별시 강남구 역삼동 771-19번지 ,"서울특별시 강남구 역삼로34길 5-1, 지상1층 101호 (역삼동)",이한커피(ehan coffee),"외국음식전문점(인도,태국등)",203672.082033582    ,443842.244067164    ,,,역삼동,
7492,3220000-101-2019-00398,20190419,영업/정상,71.24,135931,서울특별시 강남구 역삼동 814-6 스타플렉스 ,"서울특별시 강남구 강남대로 438, 스타플렉스 지상3층 303호,304호 (역삼동)",춘리마라탕 강남CGV점,중국식,202262.457856142    ,444382.542260289    ,,,역삼동,
7493,3220000-101-2019-00401,2019-04-19,영업/정상,96.64,135-889,서울특별시 강남구 신사동 544-5,"서울특별시 강남구 도산대로15길 32-10, 지상1층 (신사동)",신사이제,일식,202011.586559409,446519.325367229,,,신사동,
7494,3220000-101-2019-00408,20190423,영업/정상,60.00,135829,서울특별시 강남구 논현동 218-1번지 ,"서울특별시 강남구 언주로125길 5, 지하1층 (논현동)",엄마밥상,한식,203003.203854487    ,445635.841210368    ,,,논현동,
7495,3220000-101-2019-00415,20190423,영업/정상,71.76,135812,서울특별시 강남구 논현동 7-1번지 ,"서울특별시 강남구 도산대로 166, 지상1층 (논현동)",149 골목집,기타,202298.048786543    ,446281.513141502    ,,,논현동,
7496,3220000-101-2019-00417,20190423,영업/정상,33.62,135842,서울특별시 강남구 대치동 974-1번지 신해청아파트 ,"서울특별시 강남구 삼성로 324, 신해청아파트 지상1층 108호 (대치동)",프라이드,일식,205247.28025291     ,444294.591159178    ,,,대치동,
7497,3220000-101-2019-00419,20190423,영업/정상,115.86,135827,서울특별시 강남구 논현동 182-19번지 ,"서울특별시 강남구 강남대로118길 31, 지하1층 (논현동)",포크댄스,식육(숯불구이),202197.183726812    ,444989.483568136    ,,,논현동,
7498,3220000-101-2019-00420,20190423,영업/정상,114.33,135924,서울특별시 강남구 역삼동 738-10 청도 빌딩 ,"서울특별시 강남구 논현로85길 5-3, 청도 빌딩 지하1층 (역삼동)",달빛칸타타,경양식,203211.538037945    ,444086.553707444    ,,,역삼동,
7499,3220000-101-2019-00431,20190424,영업/정상,140.06,135513,서울특별시 강남구 역삼동 702-13 성지하이츠1 ,"서울특별시 강남구 테헤란로 313, 성지하이츠1 지하1층 4호 (역삼동)",오한수 우육면가 선릉점,한식,203931.098064589    ,444622.849264371    ,,,역삼동,
7500,3220000-101-2019-00434,2019-04-24,영업/정상,170.80,135-840,서울특별시 강남구 대치동 896-50,"서울특별시 강남구 테헤란로70길 28, 지하1층 (대치동)",도원,중국식,204686.036614261,444623.89864299,,,대치동,모범식당지정
7501,3220000-101-2019-00442,20190426,영업/정상,87.80,135200,서울특별시 강남구 자곡동 649,"서울특별시 강남구 자곡로 174-10, 105호,106호일부 지상1층 (자곡동)",육수당 강남자곡점,한식,209038.198426983,441163.795720684,,,자곡동,
7502,3220000-101-2019-00443,2019-04-26,영업/정상,118.69,135-847,서울특별시 강남구 대치동 956-20,"서울특별시 강남구 삼성로84길 30, 지상1층 (대치동)",서울물회,한식,205237.840384708,444847.907494623,,,대치동,
7503,3220000-101-2019-00444,2019-04-26,영업/정상,115.50,135-931,서울특별시 강남구 역삼동 816-5,"서울특별시 강남구 테헤란로1길 25, 지상2층 (역삼동)",스시이안앤 강남역점,"외국음식전문점(인도,태국등)",202351.798783588,444196.675661011,,,역삼동,
7504,3220000-101-2019-00446,20190429,영업/정상,"1,748.94",135842,서울특별시 강남구 대치동 983-1번지 해암빌딩 ,"서울특별시 강남구 영동대로 325, 지하1층 (대치동, 해암빌딩)",노블발렌티 대치점,뷔페식,205677.522476464    ,444555.644453973    ,,,대치동,
7505,3220000-101-2019-00447,20190429,영업/정상,51.25,135916,서울특별시 강남구 역삼동 687 ,"서울특별시 강남구 언주로108길 8, 지상1층 101호 (역삼동)",전봇대,한식,203494.337358543    ,445092.833030623    ,,,역삼동,
7506,3220000-101-2019-00452,2019-04-29,영업/정상,267.38,135-816,서울특별시 강남구 논현동 63-1,"서울특별시 강남구 언주로149길 17, 지상1층,2층 (논현동)",카페 델라루즈(CAFE DELALUZ),기타,202826.494141022,446432.917753768,,,논현동,
7507,3220000-101-2019-00456,20190501,영업/정상,69.30,135861,서울특별시 강남구 도곡동 959-14,"서울특별시 강남구 남부순환로359길 18, 지상1층 (도곡동)",앤플로우 커피,기타,203160.964468694,442656.145355332,,,도곡동,
7508,3220000-101-2019-00459,2019-05-01,영업/정상,128.34,135-840,서울특별시 강남구 대치동 894,"서울특별시 강남구 삼성로85길 33, 지상2층 204호 (대치동)",밤장어,한식,204776.5482642,444677.642984538,,,대치동,
7509,3220000-101-2019-00466,20190503,영업/정상,166.33,135731,서울특별시 강남구 삼성동 159번지 코엑스 ,"서울특별시 강남구 영동대로 513, 코엑스 지하1층 P103호 (삼성동)",금복당,한식,205130.591678902    ,445590.096837802    ,,,삼성동,
7510,3220000-101-2019-00473,20190507,영업/정상,65.90,135818,서울특별시 강남구 논현동 89-20번지 ,"서울특별시 강남구 학동로 223-9, 지상1층, 지상2층 201호 (논현동)",홍신애솔트 2호점,경양식,202878.423070992    ,445887.374218493    ,,,논현동,
7511,3220000-101-2019-00475,20190507,영업/정상,138.79,135911,서울특별시 강남구 역삼동 648-9번지 ,"서울특별시 강남구 테헤란로 129, 지하1층 (역삼동)",야마야 강남N타워점,일식,202769.76           ,444195.925          ,,,역삼동,
7512,3220000-101-2019-00477,2019-05-07,영업/정상,13.20,135-825,서울특별시 강남구 논현동 144-8 LS빌딩,"서울특별시 강남구 학동로2길 39, LS빌딩 지상1층 (논현동)",우기식당 육지점,한식,202003.682675469,445207.159005194,,,논현동,
7513,3220000-101-2019-00479,20190507,영업/정상,88.56,135890,서울특별시 강남구 신사동 561-21번지 ,"서울특별시 강남구 논현로151길 33, 지상2층 (신사동)",무아,일식,202186.23716699     ,446385.41240443     ,,,신사동,
7514,3220000-101-2019-00480,2019-05-08,영업/정상,202.08,135-954,서울특별시 강남구 청담동 91-2,"서울특별시 강남구 도산대로 419, 지상4층 (청담동)",카페비스타,기타,203610.123149101,446848.654294053,,,청담동,
7515,3220000-101-2019-00481,20190508,영업/정상,60.00,135887,서울특별시 강남구 신사동 511-20번지 ,"서울특별시 강남구 도산대로1길 18, 지상1층 101호 (신사동)",미분당,분식,201705.48554196     ,446183.21968247     ,,,신사동,
7516,3220000-101-2019-00483,2019-05-08,영업/정상,173.10,135-874,서울특별시 강남구 삼성동 113-5 호텔크레센도서울,"서울특별시 강남구 봉은사로 428, 호텔크레센도서울 지상1층 (삼성동)",428,기타,204077.378499389,445400.198580187,,,삼성동,
7517,3220000-101-2019-00484,20190508,영업/정상,21.49,135952,서울특별시 강남구 청담동 49-8번지 ,"서울특별시 강남구 도산대로 514, 지상1층 6호 (청담동)",더스프,기타,204283.727260462    ,446864.739327567    ,,,청담동,
7518,3220000-101-2019-00487,20190509,영업/정상,196.19,135954,서울특별시 강남구 청담동 87-7번지 ,"서울특별시 강남구 선릉로152길 16, 지상2층 (청담동)",프리미엄 호천당,일식,203533.293587836    ,446867.054985537    ,,,청담동,
7519,3220000-101-2019-00488,20190509,영업/정상,395.34,135878,서울특별시 강남구 삼성동 148-9번지 ,"서울특별시 강남구 봉은사로86길 28, 지상1층 (삼성동)",삼성리,경양식,204964.416136654    ,445495.688204457    ,,,삼성동,
7520,3220000-101-2019-00489,20190510,영업/정상,72.50,135210,서울특별시 강남구 율현동 294-3번지 ,"서울특별시 강남구 밤고개로 252, 지상1층 101호 (율현동)",카페제이,기타,209395              ,441082              ,,,율현동,
7521,3220000-101-2019-00490,20190510,영업/정상,174.54,135889,서울특별시 강남구 신사동 544-7번지 ,"서울특별시 강남구 도산대로15길 32-8, 지상1층,2층 (신사동)",쿠시토쿡,일식,202029.988252455    ,446512.258403908    ,,,신사동,
7522,3220000-101-2019-00492,20190510,영업/정상,317.10,135889,서울특별시 강남구 신사동 535-8 한교빌딩,"서울특별시 강남구 도산대로11길 32, 한교빌딩 지상2층 (신사동)",프레임(FRAME),한식,201923.86021937,446369.316984404,,,신사동,
7523,3220000-101-2019-00493,20190513,영업/정상,17.80,135998,서울특별시 강남구 대치동 936-11번지 ,"서울특별시 강남구 선릉로64길 14, 지하1층 (대치동)",에프씨브이(FCV),한식,204655.994638085    ,443955.77432919     ,,,대치동,
7524,3220000-101-2019-00495,20190513,영업/정상,111.59,135830,서울특별시 강남구 논현동 242-14 GOOD ,"서울특별시 강남구 선릉로127길 10, GOOD 지하1층 (논현동)",지안정,한식,203541.989318834    ,445931.574988983    ,,,논현동,
7525,3220000-101-2019-00497,20190513,영업/정상,33.07,135840,서울특별시 강남구 대치동 898-1 ,"서울특별시 강남구 선릉로82길 4, 지상1층 (대치동)",소공순대(본점),한식,204394.621980524    ,444461.981531348    ,,,대치동,
7526,3220000-101-2019-00499,20190513,영업/정상,175.21,135840,서울특별시 강남구 대치동 891-44번지 노벨빌딩 ,"서울특별시 강남구 테헤란로78길 16, 노벨빌딩 지하1층 B02호 (대치동)",천하무쌍,"외국음식전문점(인도,태국등)",204828.002550249    ,444777.618635215    ,,,대치동,
7527,3220000-101-2019-00502,20190514,영업/정상,51.18,135200,서울특별시 강남구 자곡동 658 강남힐스테이트에코 110호,"서울특별시 강남구 자곡로 202, 강남힐스테이트에코 110호 (자곡동)",마왕족발 자곡점,한식,209201.961413428    ,441399.856009506    ,,,자곡동,
7528,3220000-101-2019-00503,2019-05-14,영업/정상,157.08,135-897,서울특별시 강남구 신사동 663-16,"서울특별시 강남구 선릉로157길 14-3, 지상1층 (신사동)",비코드,일식,203347.148968999,447128.536884365,,,신사동,
7529,3220000-101-2019-00504,20190514,영업/정상,87.20,135932,서울특별시 강남구 역삼동 819 ,"서울특별시 강남구 강남대로94길 10, 지상3층 (역삼동)",청년다방 강남케이스퀘어점,분식,202423.773138655    ,444111.046932553    ,,,역삼동,
7530,3220000-101-2019-00506,20190515,영업/정상,328.29,135842,서울특별시 강남구 대치동 984번지 ,"서울특별시 강남구 도곡로99길 16, 지상6층 (대치동)",트라디노이,한식,205766.531433892    ,444407.220534592    ,,,대치동,
7531,3220000-101-2019-00507,20190515,영업/정상,63.01,135513,서울특별시 강남구 역삼동 702-1번지 ,"서울특별시 강남구 테헤란로43길 8, 지하1층 (역삼동)",메종드카페,기타,203839.037261482    ,444617.505250211    ,,,역삼동,
7532,3220000-101-2019-00514,20190516,영업/정상,26.00,135200,서울특별시 강남구 자곡동 651번지 강남유탑유블레스 ,"서울특별시 강남구 자곡로 180, 강남유탑유블레스 지상1층 103-2호 (자곡동)",하루엔소쿠,일식,209044.652571876    ,441272.313972925    ,,,자곡동,
7533,3220000-101-2019-00515,20190517,영업/정상,66.41,135898,서울특별시 강남구 압구정동 369-1번지 현대아파트 ,"서울특별시 강남구 압구정로29길 71, 점포2동 지하1층 3-2호 (압구정동, 현대아파트)",반스키친,정종/대포집/소주방,202398.594377612    ,447864.763737276    ,,,압구정동,
7534,3220000-101-2019-00517,20190517,영업/정상,57.69,135831,서울특별시 강남구 논현동 235,"서울특별시 강남구 봉은사로29길 6, 지하1층 B102호 (논현동)",달아,일식,203009.802814334,445107.842788407,,,논현동,
7535,3220000-101-2019-00518,20190517,영업/정상,149.65,135840,서울특별시 강남구 대치동 896-34번지 ,"서울특별시 강남구 선릉로86길 40, 2층 (대치동)",88노가리 선릉점,감성주점,204610.168483461    ,444628.671221632    ,,,대치동,
7536,3220000-101-2019-00519,2019-05-17,영업/정상,36.00,135-920,서울특별시 강남구 역삼동 719-24 역삼역센트럴푸르지오 B122호,"서울특별시 강남구 언주로85길 32, 역삼역센트럴푸르지오 B122호 (역삼동)",베트남노상식당 강남점,경양식,203519.270921541,444294.842473848,,,역삼동,
7537,3220000-101-2019-00523,2019-05-17,영업/정상,464.20,135-934,서울특별시 강남구 역삼동 825-18 캠브리지 강남빌딩,"서울특별시 강남구 테헤란로 110, 켐브리지 강남빌딩 지하1층 (역삼동)",정육점 강남점,한식,202529.11232552,443986.593500945,,,역삼동,
7538,3220000-101-2019-00524,20190517,영업/정상,16.00,135923,서울특별시 강남구 역삼동 735-36번지 ,"서울특별시 강남구 테헤란로20길 18, 2층 (역삼동)",오비케이치킨,호프/통닭,202975.045940135    ,444034.659792294    ,,,역삼동,
7539,3220000-101-2019-00527,20190520,영업/정상,198.16,135917,서울특별시 강남구 역삼동 696-7번지 ,"서울특별시 강남구 테헤란로55길 17, 지하1층 (역삼동)",정가식당,호프/통닭,204091.456582761    ,444827.642011963    ,,,역삼동,
7540,3220000-101-2019-00528,20190521,영업/정상,295.15,135948,서울특별시 강남구 청담동 3-10번지 ,"서울특별시 강남구 선릉로148길 43, 지상1,2층 (청담동)",더그릴630(the Grill630),식육(숯불구이),203732.89572796     ,446755.164170242    ,,,청담동,
7541,3220000-101-2019-00529,20190521,영업/정상,46.20,135891,서울특별시 강남구 신사동 577 다보빌딩,"서울특별시 강남구 논현로175길 25, 다보빌딩 지상1층 (신사동)",압구정길목,한식,202289.384482664,447021.674049162,,,신사동,
7542,3220000-101-2019-00530,20190521,영업/정상,504.65,135874,서울특별시 강남구 삼성동 112-5번지 라마다서울호텔 ,"서울특별시 강남구 봉은사로 410, 라마다서울호텔 지하2층 (삼성동)",(주)옹기그룹 송화,한식,203943.258999722    ,445342.390544546    ,,,삼성동,
7543,3220000-101-2019-00532,20190522,영업/정상,333.49,135881,서울특별시 강남구 삼성동 162-23 화성빌딩 ,"서울특별시 강남구 영동대로106길 33, 화성빌딩 지하1층 (삼성동)",남도뷔페,한식,205574.548724766    ,445774.941136018    ,,,삼성동,
7544,3220000-101-2019-00535,20190522,영업/정상,17.60,135874,서울특별시 강남구 삼성동 113-5 호텔크레센도서울 ,"서울특별시 강남구 봉은사로 428, 호텔크레센도서울 지상13층 (삼성동)",428 루프탑바(428 Rooftop Bar),경양식,204077.378499389    ,445400.198580187    ,,,삼성동,
7545,3220000-101-2019-00537,20190522,영업/정상,207.17,135908,서울특별시 강남구 역삼동 619-25 ,"서울특별시 강남구 봉은사로18길 84, 지상1층 (역삼동)",메타비젼,기타,202363.905527066    ,444339.84845527     ,,,역삼동,
7546,3220000-101-2019-00538,20190523,영업/정상,70.18,135925,서울특별시 강남구 역삼동 751-17번지 ,"서울특별시 강남구 역삼로 137, 지상1층 (역삼동)",대낚식당,한식,202978.946308297    ,443595.984837896    ,,,역삼동,
7547,3220000-101-2019-00541,20190523,영업/정상,89.10,135874,서울특별시 강남구 삼성동 113-5 호텔크레센도서울 ,"서울특별시 강남구 봉은사로 428, 호텔크레센도서울 지상10층 (삼성동)",이그제큐티브 라운지(Executive Lounge),경양식,204077.378499389    ,445400.198580187    ,,,삼성동,
7548,3220000-101-2019-00542,20190523,영업/정상,29.70,135896,서울특별시 강남구 신사동 636-30번지 ,"서울특별시 강남구 압구정로42길 30, 지상1층 (신사동)",원할머니보쌈족발 압구정배달점,분식,203011.971163164    ,447199.594746295    ,,,신사동,
7549,3220000-101-2019-00543,2019-05-24,영업/정상,414.54,135-981,서울특별시 강남구 역삼동 642-19 역삼하이츠빌딩,"서울특별시 강남구 테헤란로 151, 지상1층 (역삼동)",파스쿠찌 역삼테헤란,기타,203120.866692148,444313.008610517,,,역삼동,
7550,3220000-101-2019-00545,20190524,영업/정상,87.26,135895,서울특별시 강남구 신사동 631-28번지 ,"서울특별시 강남구 언주로152길 15-3, 지상2층 (신사동)",켄,일식,203006.312810108    ,446753.799878093    ,,,신사동,
7551,3220000-101-2019-00546,20190524,영업/정상,151.00,135931,서울특별시 강남구 역삼동 811-14 ,"서울특별시 강남구 강남대로106길 15, 지하1층 (역삼동)",106길 15,경양식,202298.6151434      ,444548.159233101    ,,,역삼동,
7552,3220000-101-2019-00547,20190524,영업/정상,47.91,135502,서울특별시 강남구 대치동 999번지 ,"서울특별시 강남구 테헤란로108길 19, 지상1층 (대치동)",에슬로우 대치1호점,기타,205792.438358532    ,445109.470923322    ,,,대치동,
7553,3220000-101-2019-00548,20190524,영업/정상,34.67,135958,서울특별시 강남구 청담동 134-20번지 청담 삼익상가 ,"서울특별시 강남구 학동로101길 26, 청담 삼익상가 지하1층 4호 (청담동)",해남식당,한식,205034.15838707     ,446675.932361885    ,,,청담동,
7554,3220000-101-2019-00549,20190527,영업/정상,22.00,135513,서울특별시 강남구 역삼동 703-7 루트원 레지던스 ,"서울특별시 강남구 언주로98길 36, 루트원 레지던스 지상1층 101호 (역삼동)",카페드 리옹,감성주점,203876.392110558    ,444702.309522751    ,,,역삼동,
7555,3220000-101-2019-00550,20190527,영업/정상,49.50,135957,서울특별시 강남구 청담동 132-14번지 ,"서울특별시 강남구 학동로101길 21, 지상1층 (청담동)",야나기,한식,204979.945          ,446620.205          ,,,청담동,
7556,3220000-101-2019-00551,2019-05-27,영업/정상,23.65,135-909,서울특별시 강남구 역삼동 639-16,"서울특별시 강남구 논현로95길 22, 지상1층 (역삼동)",돼지와플&요거트아이스크림 강남점,한식,202942.337507547,444434.698853333,,,역삼동,
7557,3220000-101-2019-00552,20190527,영업/정상,123.95,135811,서울특별시 강남구 논현동 2-15 수일빌딩 ,"서울특별시 강남구 도산대로 114, 수일빌딩 지하1층 (논현동)",주식회사 취중진담 우연,한식,201810.69838187     ,446016.003556929    ,,,논현동,
7558,3220000-101-2019-00554,20190528,영업/정상,22.00,135949,서울특별시 강남구 청담동 13-20번지 ,"서울특별시 강남구 도산대로78길 32, 지상1층 101호 (청담동)",히히etc,한식,204005.533952771    ,446670.917119218    ,,,청담동,
7559,3220000-101-2019-00555,20190528,영업/정상,138.00,135840,서울특별시 강남구 대치동 891-37번지 ,"서울특별시 강남구 선릉로90길 64, 1층 (대치동)",(주)에슬로우,한식,204737.981901359    ,444791.890438071    ,,,대치동,
7560,3220000-101-2019-00558,20190528,영업/정상,78.11,135936,서울특별시 강남구 역삼동 830-31번지 ,"서울특별시 강남구 역삼로3길 12, 지하1층 (역삼동)",세븐,한식,202722.161687863    ,443575.914969499    ,,,역삼동,
7561,3220000-101-2019-00559,20190528,영업/정상,90.44,135996,서울특별시 강남구 논현동 209 삼환아르누보3,"서울특별시 강남구 학동로 224, 삼환아르누보3 지상1층 103호,104호 (논현동)",치킨더비 학동역점,호프/통닭,202877.191343983,445803.422821433,,,논현동,
7562,3220000-101-2019-00562,20190528,영업/정상,86.00,135826,서울특별시 강남구 논현동 191-16 ,"서울특별시 강남구 논현로 613, 2층 201호 (논현동)",언주혼,감성주점,202844.385885335    ,445144.10630855     ,,,논현동,
7563,3220000-101-2019-00564,2019-05-29,영업/정상,213.48,135-897,서울특별시 강남구 신사동 659-9 혜성빌딩,"서울특별시 강남구 선릉로161길 31, 혜성빌딩 지하1층 (신사동)",스페셜원,경양식,203267.407067459,447257.235661158,,,신사동,
7564,3220000-101-2019-00565,20190529,영업/정상,77.98,135931,서울특별시 강남구 역삼동 811-2번지 ,"서울특별시 강남구 봉은사로4길 19, 지상1층 (역삼동)",매우매오 강남역별관,한식,202282.538719722    ,444592.492033918    ,,,역삼동,
7565,3220000-101-2019-00567,20190529,영업/정상,332.83,135731,서울특별시 강남구 삼성동 159번지 코엑스 ,"서울특별시 강남구 영동대로 513, 코엑스 지하1층 P106호 (삼성동)",배꼽집,한식,205130.591678902    ,445590.096837802    ,,,삼성동,
7566,3220000-101-2019-00570,20190530,영업/정상,102.84,135836,서울특별시 강남구 대치동 507 윈플러스상가,"서울특별시 강남구 남부순환로 2936, 지상1층 106호 (대치동)",(주)모스버거코리아 대치역점,기타,205405.125,443463.355,,,대치동,
7567,3220000-101-2019-00573,20190530,영업/정상,32.87,135873,서울특별시 강남구 삼성동 106-8번지 제일빌딩 ,"서울특별시 강남구 영동대로112길 9, 제일빌딩 1층 102호 (삼성동)",자연의 원죽,한식,205318.996506949    ,445888.942789335    ,,,삼성동,
7568,3220000-101-2019-00575,2019-05-31,영업/정상,115.06,135-897,서울특별시 강남구 신사동 657-34 선린,"서울특별시 강남구 선릉로155길 16, 선린 1층 (신사동)",압구전,한식,203325.812889348,447041.448093284,,,신사동,
7569,3220000-101-2019-00580,20190531,영업/정상,44.83,135200,서울특별시 강남구 자곡동 662번지 강남 지웰홈스 ,"서울특별시 강남구 자곡로 204-5, 지상1층 102호 (자곡동)",지코바 자곡1호점,호프/통닭,209253.71833848     ,441349.165858561    ,,,자곡동,
7570,3220000-101-2019-00581,20190603,영업/정상,95.78,135892,서울특별시 강남구 신사동 581-11번지 ,"서울특별시 강남구 압구정로28길 9-2, 지상1층 (신사동)",강남철판요리,일식,202408.771982874    ,447066.431401376    ,,,신사동,
7571,3220000-101-2019-00582,20190603,영업/정상,46.60,135868,서울특별시 강남구 삼성동 46-8 ,"서울특별시 강남구 봉은사로67길 14, 지상1층 101호 (삼성동)",어반81,기타,204225.275836734    ,445600.65077677     ,,,삼성동,
7572,3220000-101-2019-00583,20190603,영업/정상,66.80,135894,서울특별시 강남구 신사동 613-5 캐럴라인타워,"서울특별시 강남구 압구정로32길 11, 캐럴라인타워 1동 103호 (신사동)",깐부치킨,호프/통닭,202601.216639328,447186.65948325,,,신사동,
7573,3220000-101-2019-00587,20190604,영업/정상,88.21,135893,서울특별시 강남구 신사동 589-18번지 C&J빌딩 ,"서울특별시 강남구 논현로152길 37, C&J빌딩 지상3층 (신사동)",페어링지(pairinG),경양식,202681.8822233      ,446615.981003411    ,,,신사동,
7574,3220000-101-2019-00589,20190604,영업/정상,52.10,135838,서울특별시 강남구 대치동 651번지 여천빌딩 ,"서울특별시 강남구 남부순환로 2909, 여천빌딩 지상1층 107호 (대치동)",바나프레소 도곡역점,기타,205004.779724314    ,443335.51820183     ,,,대치동,
7575,3220000-101-2019-00593,20190605,영업/정상,46.50,135816,서울특별시 강남구 논현동 67-12 ,"서울특별시 강남구 도산대로30길 21-4, 지하1층 (논현동)",냠냠익스프레스,한식,202610.989221646    ,446252.629400105    ,,,논현동,
7576,3220000-101-2019-00595,2019-06-05,영업/정상,285.50,135-896,서울특별시 강남구 신사동 645-18,"서울특별시 강남구 언주로168길 24, 지상1층 (신사동)",타르틴코리아 도산,경양식,203074.591959089,447086.262827024,,,신사동,
7577,3220000-101-2019-00596,20190605,영업/정상,227.23,135932,서울특별시 강남구 역삼동 819 ,"서울특별시 강남구 강남대로94길 10, 지상2층 (역삼동)",평화다방 강남역점,기타,202423.773138655    ,444111.046932553    ,,,역삼동,
7578,3220000-101-2019-00602,20190607,영업/정상,94.60,135909,서울특별시 강남구 역삼동 637-40번지 ,"서울특별시 강남구 테헤란로19길 19, 지상1층 (역삼동)",오곡당 청년쥬스,기타,202861.840166456    ,444347.828724542    ,,,역삼동,
7579,3220000-101-2019-00603,2019-06-07,영업/정상,45.77,135-915,서울특별시 강남구 역삼동 669-7 힐하우스,"서울특별시 강남구 봉은사로30길 69, 지하1층 B101호 중 일부호 (역삼동, 힐하우스)",딜리버리 킹,한식,203200.701942092,444553.510477447,,,역삼동,
7580,3220000-101-2019-00604,20190607,영업/정상,57.00,135860,서울특별시 강남구 도곡동 950-5번지 ,"서울특별시 강남구 남부순환로359길 31, 1층 (도곡동)",홍팥집 양재점,기타,203072.107163225    ,442737.799350882    ,,상수도전용,도곡동,
7581,3220000-101-2019-00608,2019-06-10,영업/정상,121.40,135-887,서울특별시 강남구 신사동 514,"서울특별시 강남구 강남대로152길 18, 지상2층 (신사동)",배가네 목포집,감성주점,201784.980044472,446122.417577902,,,신사동,
7582,3220000-101-2019-00610,20190610,영업/정상,92.00,135502,서울특별시 강남구 대치동 999-5번지 ,"서울특별시 강남구 테헤란로114길 26, 지상1층 101호 (대치동)",네모오징어 삼성역점,한식,205838.825          ,445088.7            ,,,대치동,
7583,3220000-101-2019-00611,2019-06-10,영업/정상,35.00,135-913,서울특별시 강남구 역삼동 660-33,"서울특별시 강남구 논현로102길 33, 지하1층 1호 (역삼동)",혼밥대왕,한식,203268.61506023,444841.136959662,,,역삼동,
7584,3220000-101-2019-00614,20190610,영업/정상,290.86,135916,서울특별시 강남구 역삼동 684-23번지 VOOZ사옥 ,"서울특별시 강남구 봉은사로50길 20, VOOZ사옥 지하1층 (역삼동)",모카런던(MOCA London),경양식,203750.056231515    ,445172.173318978    ,,,역삼동,
7585,3220000-101-2019-00617,20190611,영업/정상,125.28,135860,서울특별시 강남구 도곡동 948-13번지 ,"서울특별시 강남구 강남대로48길 11, 지하1층 (도곡동)",로마옥,경양식,202945.340183424    ,442752.83495408     ,,,도곡동,
7586,3220000-101-2019-00619,20190611,영업/정상,96.00,135855,서울특별시 강남구 도곡동 423-14번지 ,"서울특별시 강남구 논현로26길 33, 지상1층 (도곡동)",플레어비 도곡점,기타,203904.015752932    ,442366.073965682    ,,,도곡동,
7587,3220000-101-2019-00620,20190611,영업/정상,211.00,135928,서울특별시 강남구 역삼동 772번지 동영문화센터 ,"서울특별시 강남구 언주로 337, 지하1층 (역삼동)",마삼계탕 역삼별관,한식,203829.432878247    ,443954.517765895    ,,,역삼동,
7588,3220000-101-2019-00631,20190612,영업/정상,20.00,135843,서울특별시 강남구 대치동 920-22번지 ,"서울특별시 강남구 역삼로64길 26, 103호 (대치동)",커피파로스 대치점,기타,204644.624041242    ,444138.878485016    ,,,대치동,
7589,3220000-101-2019-00642,20190612,영업/정상,90.44,135996,서울특별시 강남구 논현동 209번지 삼환아르누보3 ,"서울특별시 강남구 학동로 224, 삼환아르누보3 지하1층 B112호,B113호 (논현동)",바라양푼이MJ부대찌개,한식,202877.191343983    ,445803.422821433    ,,,논현동,
7590,3220000-101-2019-00646,20190613,영업/정상,26.00,135857,서울특별시 강남구 도곡동 544-4번지 호삼빌딩 ,"서울특별시 강남구 도곡로 192, 지상1층 101호 (도곡동)",신주닭발,한식,203501.724870917    ,443302.636299048    ,,,도곡동,
7591,3220000-101-2019-00647,20190613,영업/정상,161.66,135819,서울특별시 강남구 논현동 93-12번지 ,"서울특별시 강남구 언주로150길 45, 지하1층 (논현동)",코지,기타,203286.306843538    ,446647.574428726    ,,,논현동,
7592,3220000-101-2019-00648,2019-06-13,영업/정상,14.32,135-768,서울특별시 강남구 역삼동 837-26 삼일프라자오피스텔,"서울특별시 강남구 도곡로1길 14, 지상1층 113호 (역삼동)",잇풀,김밥(도시락),202803.137561335,443189.823482655,,,역삼동,
7593,3220000-101-2019-00650,20190614,영업/정상,69.00,135907,서울특별시 강남구 역삼동 605-11번지 ,"서울특별시 강남구 봉은사로24길 11, 1층 102호 (역삼동)",남도,한식,202831.152164794    ,444874.381527832    ,,,역삼동,
7594,3220000-101-2019-00651,20190614,영업/정상,44.76,135501,서울특별시 강남구 대치동 991-9번지 ,"서울특별시 강남구 삼성로58길 31, 지상1층 (대치동)",봉초밥,일식,205573.888833805    ,444131.007618279    ,,,대치동,
7595,3220000-101-2019-00655,2019-06-14,영업/정상,53.45,135-954,서울특별시 강남구 청담동 86-6 옴므빌딩,"서울특별시 강남구 선릉로152길 6, 옴므빌딩 지하1층 B01호 (청담동)",베로나,기타,203458.75818397,446862.37281813,,,청담동,
7596,3220000-101-2019-00657,20190617,영업/정상,250.95,135888,서울특별시 강남구 신사동 515-8 ,"서울특별시 강남구 도산대로11길 11, 2층 (신사동)",페스틴 캐주얼,경양식,201911.055256324    ,446219.084149891    ,,,신사동,
